iter	RMSE
205	41.53879888
206	41.41563966
207	41.36869068
208	41.2460397
209	41.09616063
210	40.95102569
211	40.85779525
212	40.77370627
213	40.62230688
214	40.574339
215	40.47543854
216	40.39152657
217	40.28637749
218	40.2049298
219	40.09794941
220	39.98277186
221	39.89795944
222	39.82729405
223	39.70937776
224	39.64342601
225	39.60392581
226	39.52668324
227	39.48224563
228	39.38610688
229	39.24864178
230	39.17933861
231	39.11667135
232	39.02742934
233	38.96269721
234	38.843865
235	38.75777514
236	38.64788854
237	38.53874544
238	38.44171369
239	38.37566765
240	38.26701499
241	38.22430166
242	38.16590514
243	38.09976879
244	38.02063046
245	37.94018765
246	37.88843929
247	37.79284077
248	37.73751706
249	37.67954336
250	37.5936667
251	37.52401964
252	37.43739162
253	37.38885508
254	37.33327868
255	37.28761877
256	37.22769662
257	37.17814379
258	37.14532413
259	37.08274272
260	37.02942109
261	36.95642574
262	36.86096864
263	36.79446388
264	36.74266137
265	36.67069838
266	36.62269754
267	36.56799268
268	36.52326691
269	36.47675865
270	36.41492983
271	36.37023448
272	36.31615673
273	36.24343507
274	36.1466427
275	36.08883698
276	36.03424158
277	35.97752284
278	35.94258848
279	35.88599947
280	35.79389481
281	35.74531985
282	35.68217151
283	35.62019274
284	35.59231445
285	35.5170483
286	35.45706142
287	35.38931061
288	35.3465364
289	35.29302665
290	35.24626254
291	35.20062838
292	35.15795537
293	35.08704125
294	35.04687012
295	34.9968125
296	34.93708953
297	34.89475576
298	34.82204243
299	34.78056148
300	34.71327643
301	34.68288109
302	34.6247619
303	34.59004881
304	34.55893612
305	34.51517076
306	34.4730847
307	34.44225404
308	34.39146209
309	34.35362694
310	34.28227689
311	34.24546852
312	34.19704046
313	34.15873005
314	34.11469546
315	34.05219045
316	34.02602882
317	33.9747818
318	33.91376531
319	33.87402037
320	33.83643789
321	33.79360913
322	33.73268686
323	33.70126689
324	33.66708099
325	33.62942736
326	33.58709416
327	33.548665
328	33.52594683
329	33.47290804
330	33.44431279
331	33.40611701
332	33.35429762
333	33.32096617
334	33.29424312
335	33.25477737
336	33.21310308
337	33.16098561
338	33.09385652
339	33.05609701
340	33.02410523
341	32.99550411
342	32.93967081
343	32.89548531
344	32.82835126
345	32.76923393
346	32.72643103
347	32.68735846
348	32.63197253
349	32.60310827
350	32.57684291
351	32.54174912
352	32.51520935
353	32.48593373
354	32.43139612
355	32.39749679
356	32.36884374
357	32.32736167
358	32.29780867
359	32.26102239
360	32.23964126
361	32.22402945
362	32.21524174
363	32.17793541
364	32.1617551
365	32.12321951
366	32.09792745
367	32.06275325
368	32.02163266
369	31.97160567
370	31.95061059
371	31.93600332
372	31.90471881
373	31.87637184
374	31.85884296
375	31.8279295
376	31.82036188
377	31.80566987
378	31.77284217
379	31.73697821
380	31.68755706
381	31.65240476
382	31.63031899
383	31.60795355
384	31.58467837
385	31.53848808
386	31.51728089
387	31.48707999
388	31.45106248
389	31.4314334
390	31.3989329
391	31.36967963
392	31.30954395
393	31.26527359
394	31.2407087
395	31.22240478
396	31.19666496
397	31.15708265
398	31.13391711
399	31.12372995
400	31.09556587
401	31.06295135
402	31.01906352
403	30.99570016
404	30.95185483
405	30.92726107
406	30.91123551
407	30.8680992
408	30.83424695
409	30.78926299
410	30.75606675
411	30.739923
412	30.721064
413	30.70029781
414	30.67244237
415	30.62359516
416	30.60992502
417	30.59098301
418	30.57233726
419	30.55614238
420	30.52548143
421	30.50801447
422	30.46119973
423	30.43797603
424	30.40037286
425	30.33670612
426	30.32128814
427	30.2896669
428	30.25979294
429	30.2382671
430	30.22046274
431	30.19192767
432	30.16486979
433	30.15014039
434	30.12846399
435	30.08610197
436	30.06446038
437	30.03702591
438	30.00699896
439	29.97960957
440	29.95940412
441	29.92607092
442	29.90508094
443	29.88337765
444	29.86866236
445	29.82780972
446	29.8048492
447	29.77152477
448	29.7316938
449	29.7053312
450	29.68081739
451	29.6734941
452	29.65418373
453	29.62509631
454	29.59812855
455	29.56556962
456	29.54628153
457	29.52507609
458	29.50654869
459	29.48168625
460	29.46131662
461	29.4438458
462	29.41819425
463	29.36536121
464	29.3445368
465	29.32847953
466	29.31047591
467	29.27566914
468	29.25492368
469	29.23847828
470	29.22651221
471	29.21564191
472	29.20299596
473	29.15924678
474	29.10941161
475	29.09213487
476	29.08145626
477	29.06164215
478	29.03066309
479	29.01159023
480	28.97511429
481	28.94935487
482	28.91068225
483	28.88692901
484	28.87237168
485	28.84080902
486	28.78647812
487	28.74258157
488	28.72614719
489	28.71313685
490	28.68920188
491	28.6689588
492	28.65532251
493	28.63665262
494	28.62070197
495	28.60498425
496	28.58785914
497	28.56020912
498	28.53453849
499	28.52150882
500	28.48676216
501	28.4706789
502	28.44465978
503	28.43000894
504	28.4152117
505	28.39627922
506	28.34704639
507	28.32799204
508	28.31928119
509	28.30690573
510	28.2839867
511	28.2648599
512	28.25697319
513	28.24396641
514	28.22096019
515	28.20431449
516	28.17760056
517	28.16164722
518	28.14460943
519	28.12393132
520	28.1028707
521	28.08765564
522	28.07639127
523	28.04778384
524	28.03168447
525	28.01898208
526	27.99061478
527	27.95263955
528	27.93166701
529	27.9199931
530	27.90364114
531	27.88342356
532	27.87371326
533	27.8588859
534	27.83492585
535	27.81949693
536	27.8046387
537	27.78820174
538	27.76406625
539	27.7472113
540	27.72257128
541	27.70872661
542	27.69482594
543	27.67630161
544	27.65165237
545	27.64539448
546	27.60664586
547	27.5921947
548	27.56308991
549	27.54871577
550	27.53461244
551	27.52299411
552	27.513675
553	27.50324182
554	27.48889586
555	27.46387502
556	27.45259447
557	27.44434317
558	27.43445996
559	27.4169706
560	27.40733347
561	27.37846924
562	27.34565977
563	27.29639752
564	27.2747547
565	27.25302619
566	27.23734108
567	27.21296625
568	27.20244817
569	27.19003351
570	27.17882778
571	27.17238739
572	27.16054865
573	27.13758541
574	27.11305816
575	27.08731771
576	27.07296989
577	27.06242949
578	27.01490805
579	27.00708753
580	26.99461794
581	26.97329857
582	26.95854693
583	26.94520302
584	26.93618317
585	26.92153187
586	26.91299489
587	26.89744444
588	26.89121541
589	26.86172995
590	26.84543645
591	26.82268871
592	26.80765496
593	26.79882062
594	26.78139535
595	26.76184669
596	26.74812343
597	26.74263487
598	26.7184551
599	26.69195843
600	26.66985243
601	26.66183091
602	26.64779133
603	26.62375739
604	26.60859404
605	26.58230679
606	26.56813378
607	26.55213738
608	26.53968481
609	26.52672434
610	26.50900883
611	26.49617474
612	26.4819022
613	26.47293385
614	26.45845228
615	26.44939989
616	26.43277947
617	26.41942713
618	26.41133899
619	26.40604103
620	26.38615772
621	26.37041215
622	26.36474653
623	26.34912296
624	26.33524639
625	26.32399556
626	26.29857932
627	26.28823852
628	26.27337973
629	26.23463604
630	26.21789373
631	26.19531895
632	26.17234832
633	26.16309142
634	26.15054832
635	26.14068835
636	26.12885073
637	26.11612858
638	26.10856347
639	26.08805786
640	26.06262948
641	26.03115747
642	26.00787644
643	25.99380887
644	25.97477942
645	25.96288616
646	25.95021407
647	25.93862891
648	25.92497028
649	25.90390642
650	25.89068099
651	25.88047246
652	25.87069683
653	25.84031668
654	25.82323272
655	25.80125762
656	25.79012115
657	25.78103797
658	25.76656799
659	25.74456398
660	25.73365836
661	25.71596486
662	25.69599108
663	25.68485359
664	25.67120194
665	25.6598187
666	25.65111986
667	25.63889957
668	25.62747776
669	25.61466875
670	25.5955208
671	25.58460414
672	25.57150662
673	25.55800329
674	25.54644188
675	25.54077876
676	25.52582304
677	25.51350577
678	25.50424748
679	25.49103124
680	25.47038739
681	25.45927922
682	25.44434918
683	25.43607651
684	25.41640672
685	25.40357782
686	25.38709181
687	25.37901883
688	25.37004006
689	25.35857564
690	25.34697403
691	25.33116244
692	25.30751006
693	25.29174023
694	25.26782625
695	25.25941136
696	25.24154455
697	25.22562802
698	25.21099356
699	25.19095056
700	25.1808916
701	25.1632089
702	25.15201531
703	25.13614298
704	25.12340853
705	25.10986617
706	25.0936901
707	25.08102761
708	25.07340168
709	25.05903733
710	25.05090525
711	25.04201875
712	25.02308742
713	25.00884276
714	24.99806794
715	24.98677136
716	24.96384207
717	24.95406375
718	24.94193318
719	24.92979753
720	24.91366742
721	24.90496102
722	24.900652
723	24.88393227
724	24.87442744
725	24.86505519
726	24.85287609
727	24.8465775
728	24.83117845
729	24.82357103
730	24.81523564
731	24.80242951
732	24.79452547
733	24.77762604
734	24.77054449
735	24.75850842
736	24.74740474
737	24.73438409
738	24.7221139
739	24.71108741
740	24.7049878
741	24.69912545
742	24.69347626
743	24.68675793
744	24.67648012
745	24.66483766
746	24.65478499
747	24.64584461
748	24.63150563
749	24.62213417
750	24.6053339
751	24.59786992
752	24.58831723
753	24.57362291
754	24.56737615
755	24.55481629
756	24.54229386
757	24.53695241
758	24.53037435
759	24.51521988
760	24.51097069
761	24.49103727
762	24.48007283
763	24.4637569
764	24.45280567
765	24.44486414
766	24.43397037
767	24.40543197
768	24.39193856
769	24.38530286
770	24.37560806
771	24.36136727
772	24.33038499
773	24.3175035
774	24.30769989
775	24.2984974
776	24.28560016
777	24.27528556
778	24.26627753
779	24.25331775
780	24.23719583
781	24.21870963
782	24.21370236
783	24.1822546
784	24.16930128
785	24.15787375
786	24.15102409
787	24.13139214
788	24.12337152
789	24.1106965
790	24.10455553
791	24.09477267
792	24.08441198
793	24.06243675
794	24.05464949
795	24.02833893
796	24.01343445
797	24.00001918
798	23.98798316
799	23.9801898
800	23.97290768
801	23.96311288
802	23.94247282
803	23.92552318
804	23.91119641
805	23.90152796
806	23.88088968
807	23.87222592
808	23.86679483
809	23.85630913
810	23.84265813
811	23.82728121
812	23.81484511
813	23.79819775
814	23.7837359
815	23.77346178
816	23.76880569
817	23.75790163
818	23.74960365
819	23.74452992
820	23.71916797
821	23.70969998
822	23.69621952
823	23.68930213
824	23.68358947
825	23.67434826
826	23.66085699
827	23.65136126
828	23.64577544
829	23.6346198
830	23.62863282
831	23.61868119
832	23.61396474
833	23.60293658
834	23.59067654
835	23.58003143
836	23.57164489
837	23.56718149
838	23.55667826
839	23.54683528
840	23.53921186
841	23.53396919
842	23.52088713
843	23.5110041
844	23.49453255
845	23.47995566
846	23.46921837
847	23.45650335
848	23.44623568
849	23.42519804
850	23.41625125
851	23.40779228
852	23.3891288
853	23.3773015
854	23.36662862
855	23.36235875
856	23.35364563
857	23.34280898
858	23.33503087
859	23.32196934
860	23.29503602
861	23.28563066
862	23.27512781
863	23.26438505
864	23.24985381
865	23.24075197
866	23.23127844
867	23.22230438
868	23.21013436
869	23.20156026
870	23.19248934
871	23.18776437
872	23.17202195
873	23.16039939
874	23.15480648
875	23.14349013
876	23.13283171
877	23.1226453
878	23.11301671
879	23.10126401
880	23.09100148
881	23.08624273
882	23.07258761
883	23.06212915
884	23.05558724
885	23.04919226
886	23.04081885
887	23.03625095
888	23.01899616
889	23.00932832
890	23.00368283
891	22.98693396
892	22.97624137
893	22.97134575
894	22.96337673
895	22.95280919
896	22.93953212
897	22.92996369
898	22.91994235
899	22.91519989
900	22.90985882
901	22.89688512
902	22.87975069
903	22.86674975
904	22.85208844
905	22.84516699
906	22.83502069
907	22.8308844
908	22.81768103
909	22.80929625
910	22.79766922
911	22.79358629
912	22.77779608
913	22.75932716
914	22.74860988
915	22.73674794
916	22.7302926
917	22.71778699
918	22.70646753
919	22.69515987
920	22.68427977
921	22.67447919
922	22.66520492
923	22.65768513
924	22.65165253
925	22.64301917
926	22.63108891
927	22.62236716
928	22.61331601
929	22.60565806
930	22.60085566
931	22.59149358
932	22.58095868
933	22.57575327
934	22.56885816
935	22.55997944
936	22.55395788
937	22.54106001
938	22.53107626
939	22.52399881
940	22.51655889
941	22.50602187
942	22.50212636
943	22.48427122
944	22.47299629
945	22.46131861
946	22.45329704
947	22.45046736
948	22.44103955
949	22.43545139
950	22.42241923
951	22.41546871
952	22.41083232
953	22.40532867
954	22.39469571
955	22.38312344
956	22.37584193
957	22.36671573
958	22.35756845
959	22.35040162
960	22.34111038
961	22.33341549
962	22.32586515
963	22.32019471
964	22.3163949
965	22.30844432
966	22.29638029
967	22.28425577
968	22.27264396
969	22.24926458
970	22.23954774
971	22.22157615
972	22.21175928
973	22.20640982
974	22.19956997
975	22.19032218
976	22.18031619
977	22.17276951
978	22.16188387
979	22.15315742
980	22.14294462
981	22.13455225
982	22.1245225
983	22.1214575
984	22.1164154
985	22.10738738
986	22.09989847
987	22.08435628
988	22.07607707
989	22.06865884
990	22.06023327
991	22.04267469
992	22.03262296
993	22.02089005
994	22.0173012
995	22.00634717
996	21.99604479
997	21.98362041
998	21.97302416
999	21.96905151
